title,author,category,keywords,summary
Beṙet rouge,/authors/OL4435118A,,,
Architectural rendering,/authors/OL4435565A,Designs and plans,"Designs and plans, Working details, Architecture, Airbrush art, Technique, Architectural rendering, Architectural drawing, Details, Landscape architectural drawing",
Origins of the Synoptic Gospels,/authors/OL4435618A,,,
Museum Britannicum,/authors/OL4435673A,British Museum,British Museum,
Photographs of Spain,/authors/OL4435857A,,,
"Ellesmere, Shropshire",/authors/OL4435866A,,,
Cecil King,/authors/OL4435878A,"Artists, ireland","Artists, ireland, Art, modern, 20th century, exhibitions, Exhibitions",
A steam locomotive for 'O' gauge,/authors/OL4435988A,,,
"Mystical implantation, or, The great gospel mystery of the Christian's union, and communion with, and conformity to Jesus Christ",/authors/OL4436180A,Mystical union,Mystical union,
Why developingcountries fail to develop,/authors/OL4436282A,Economic conditions,"Economic conditions, Developing countries, economic conditions, Dependency on foreign countries, Economic policy, International economic relations",
An examination of procedures used to identify elementary and secondary students for a gifted/talented studio art program,/authors/OL4436376A,,,
An investigation of the measurement problems associated with human resource accounting,/authors/OL4436488A,,,
The Market for a multimedia OPAC,/authors/OL4436825A,,,
A   Reims le proce  s de Joseph K--,/authors/OL4436833A,,,
Rex et pontifex,/authors/OL107615A,Librettos,"Librettos, Pantomimes with music",
Thomas Hardy on Maumbury Rings,/authors/OL4436860A,,,
Bolšévizmen ṭanqeqo māwaq,/authors/OL107616A,,,
Moses. English,/authors/OL4437078A,"Criticism, interpretation","Criticism, interpretation, Bible, Moses (biblical leader)",
"The last will and testament of Carolus Gustavus, King of Sweden, etc; translated out of the Swedish originall...",/authors/OL4437255A,,,
Measuring the performance of roads,/authors/OL4437277A,,,
Gradostroitel'stvo na Krainem Severe (metodicheskie osnovy gradostroitel'noi fiziki),/authors/OL4437520A,,,
Vzaimosvyaz' kategorii dialektiki,/authors/OL4437625A,,,
Stalin speaks to the world ..,/authors/OL107616A,"World War, 1939-1945","World War, 1939-1945",
Ecology of bobcats relative to exploitation and a prey decline in southeastern Idaho,/authors/OL4437953A,Bobcat,"Bobcat, Ecology, Food, Population biology, Fur farming, Fur",
An experimental investigation of nucleating steam flow in a cascade of blades,/authors/OL4438393A,,,
Okyo calendar for 1909,/authors/OL4438543A,,,
Pictures & sculpture by Romarin Grazebrook,/authors/OL4438809A,,,
A world beyond all books,/authors/OL4439097A,,,
Douglas Muir,/authors/OL4439145A,,,
Richard Murry,/authors/OL4439182A,,,
Oscott Free School and All Saints Church,/authors/OL4439253A,All Saints (Church : Perry Barr),"All Saints (Church : Perry Barr), Oscott Free School",
"Some bye-paths of Staffordshire in our ""Woodland Quarter""",/authors/OL4439260A,,,
The private life of the Marshal Duke of Richelieu,/authors/OL349399A,,,
Letters of Rachel Lady Russell,/authors/OL17002A,,,
A view of paradise,/authors/OL4440081A,,,
Ueber Erziehung und Bildung,/authors/OL26783A,,,
Intik̲h̲āb-i kalām-i Ẓarīf,/authors/OL107746A,Urdu poetry,"Urdu poetry, Criticism and interpretation",
Gul-i K̲h̲andān̲,/authors/OL107786A,,,
A study to investigate the influences of visual imagery on cognitive mapping ability,/authors/OL4440922A,,,
The development of an efficient and effective fire service in nineteenth century Manchester,/authors/OL4441164A,,,
Lunchtime snacks,/authors/OL4441302A,,,
Fire safety in hospital,/authors/OL4441504A,Fires and fire prevention,"Fires and fire prevention, Hospitals",
Bantu beliefs and magic,/authors/OL4441696A,,,
Den stja lne ild,/authors/OL45806A,,,
ʻArūs-i rahzan,/authors/OL107846A,,,
Samlede romaner,/authors/OL2349838A,,,
Esquisse d'une psychologie fondee sur l'experience,/authors/OL115636A,,,
Counselling people with diabetes,/authors/OL4442418A,Diabetics,"Diabetics, Counseling of, Diabetes, Health counseling",
High energy nuclear reactions,/authors/OL6830136A,Nuclear reactions,Nuclear reactions,
"A trve relation of the state of the case between the ever Honourable Parliament and the Officers of the Army, that fell out on the eleventh and twelfth of October, 1659. Published to prevent mistakes",/authors/OL4442970A,England and Wales,"England and Wales, England and Wales. Army, England and Wales. Parliament",
"Leitourgia theiotera ergia, or, Liturgie a most divine service",/authors/OL4442987A,Apologetic works,"Apologetic works, Church of England, Government, Liturgies, Liturgy",
"A petition humbly presented to His Highnesse The Lord Protector, and to the High-Court of Parliament, the Supream Governors of the Commonwealth of England, Scotland and Ireland, with the Dominions thereunto belonging. By divers Ministers for the establishment of themselves and others their Brethren (for their own lives) in the places to which they were admitted to officiate (as Ministers of the Gospel) without institution and induction from the Bishops. With reasons thereunto annexed...And at the end of the book an Epistle to the sincere and pious preachers of the Word of God written before the beginning of Parliament by Philomystes",/authors/OL4443023A,,,
Tārīk̲h̲-i Amrīkah,/authors/OL107903A,History,History,History of America.
"Phinehas's zeal in execution of judgement; or, A divine remedy for Englands misery",/authors/OL4443034A,,,
Rvpes Israelis,/authors/OL4443034A,Bible,"Bible, Fast-day sermons, Sermons",
Techno-economic feasibility study of utilizing mesopelagic fish for the production of fish meal and fish oil in the Sultanate of Oman,/authors/OL4443511A,,,
Essai sur l'ine galite des races humaines,/authors/OL131632A,,,
American commodity flow,/authors/OL4443693A,Transportation,"Transportation, United states, commerce",
A study of 42 headteachers,/authors/OL4443923A,,,
Geografiya stroek dvenadtsatoi pyatiletki,/authors/OL4444384A,,,
V.I. Lenin i formirovanie sovetskoi vneshnei politiki,/authors/OL4444419A,,,
Prin apo te n ochthe,/authors/OL4444603A,,,
Tropos tou legein,/authors/OL4444702A,,,
Injuries of the brain and cervical spine in association football (soccer),/authors/OL4445139A,,,
"The Athenian aristocracy, 399 to 31 B.C",/authors/OL1009650A,Politics and government,"Politics and government, Aristocracy (Political science), History",
Lenin on the revolutionary creative activity of the people,/authors/OL1104A,,,
Find the place in Northern England,/authors/OL4445519A,Juvenile literature,"Juvenile literature, Description and travel",
La lirica italiana e l'irredentismo,/authors/OL4445766A,,,
Etude sur l'e volution de la concentration dans l'industrie des pneumatiques en France,/authors/OL4445982A,,,
The Belgrade Theatre in Education Company,/authors/OL4446443A,Belgrade Theatre in Education Company,Belgrade Theatre in Education Company,
Plays & players,/authors/OL107911A,Drama,"Drama, Theater, History and criticism, History, London, Theater, great britain, history, Drama, history and criticism",
Structural impediments to industrialization in Qatar,/authors/OL4446589A,,,
Drama provision in Dumfries and Galloway and North Cumbria regions,/authors/OL4446669A,,,
Wahlentscheidung in der Fernsehdemokratie,/authors/OL4446724A,Public opinion,"Public opinion, Television in politics, Elections",
Chinese economic statistics,/authors/OL4446828A,,,
Māruti,/authors/OL107929A,,,
Macro models for developing countries,/authors/OL4447175A,Economic policy,"Economic policy, Mathematical models, Underdeveloped areas, Macroeconomics, Okonometrisches Modell, Economic conditions, Modeles mathematiques, Wiskundige modellen, Makrookonomisches Modell, Entwicklungsplanung",
Madame de Sévigné,/authors/OL4447855A,,,
Moe  detstvo,/authors/OL4447860A,,,
Barranca abajo,/authors/OL4448083A,,,
Tessera,/authors/OL4448184A,,,
Saltykov-Shchedrin i Pushkin,/authors/OL4448371A,,,
Capitalist discipline and unfair dismissal,/authors/OL4448553A,,,
"Several queries proposed to the public, 1735-37",/authors/OL108000A,Economic policy,Economic policy,
Zro znicowanie spoleczne a uczestnictwo w kulturze,/authors/OL4448849A,,,
Payas tarihi,/authors/OL4449110A,,,
Koryphaies morphes te s Neoelle nike s logotechnias,/authors/OL4449145A,"Authors, Greek (Modern)","Authors, Greek (Modern), Biography",
Delineating borehole catchments and protection zones,/authors/OL4449345A,,,
Observations on some of the more recent methods of treating wounds,/authors/OL4449858A,Knee,"Knee, Surgery, Treatment, Wounds and injuries",
Pro-slavery thought in the old South,/authors/OL4449972A,Antislavery movements,"Antislavery movements, Justification, Slavery",
Antarctic adventure,/authors/OL166664A,,,
The effect of calcium carbonate fillers on fusion and properties of rigid PVC,/authors/OL4450384A,,,
From Poverty to Power,/authors/OL9777A,,,
El Extrano,/authors/OL108022A,,,
Seven days in June,/authors/OL108022A,"Bunker Hill, Battle of, Boston, Mass., 1775","Bunker Hill, Battle of, Boston, Mass., 1775, Fiction, History, Fiction, historical, Fiction, war & military, United states, history, revolution, 1775-1783, fiction","No one has written more passionately and vividly about the American Revolution than Howard Fast. The author's eight novels that take our fight for freedom as their theme include such classics as Citizen Tom Paine, April Morning, and The Hessian. In Seven Days in June he brings to life the Battle of Bunker Hill so the reader feels that he is actually there and is experiencing the story for the first time.

This novel portrays both the American and British points of view of the battle for the control of Boston in June 1775, whose outcome would dramatically influence the strategies of George Washington and Sir William Howe for the rest of the war. Fast offers acid-etched portraits of the four British generals: Howe, John Burgoyne, Thomas Gage, and Henry Clinton, as well as their wives and paramours.

He also evokes, in an unforgettable way, the American revolutionaries: Israel Putnam, William Prescott, Artemus Ward, Dr. Joseph Warren, Richard Gridley, and others.

. The central figure and hero is the fictional character Dr. Evan Feversham, a surgeon who ministered to the wounded in three horrific European wars and who fled England to America where he sought freedom.

Most dramatic of all is the battle for Breed's and Bunker hills. A couple of hundred American men and boys are ensconced behind a hastily built redoubt. They fight in the fashion they learned from the American Indians, facing three thousand soldiers of the mightiest army on earth as the enemy begins his ascent up the steep hills that lead to the ragtag rebel army.

The British soldiers are led by the grenadiers who, in lines of 32 men, one hundred feet wide, with bayonets fixed, appear like veritable giants. With their great bearskin shakos atop their heads, they were close to seven feet tall, their packs and blanket rolls making them even more menacing. Leading the advance were the tiny drummer boys, all children, in keeping with the British conviction that age did not put any loyal subject of the Crown out of harm's way.

. What follows is one of the bloodiest battles of the American Revolution. There, for a moment in time, the American rebels turned back Europe's best-trained soldiers before they were forced to flee. A gripping story of betrayal and courage, cowardice and heroism, Seven Days in June inspires a feeling of pride in our origins as a nation. It is certain to become a classic."
An examination of the role of the funeral within the process of bereavement,/authors/OL4451119A,,,
Christ's life in us,/authors/OL4451216A,,,
G.A. Henty,/authors/OL4451218A,Renier Collection,Renier Collection,
What role will personnel management play in the single market,/authors/OL4451241A,,,
Bournville 1895-1914,/authors/OL4451316A,Architecture,"Architecture, Buildings, structures, History",
Polynomial-time approximation algorithms for the Ising model,/authors/OL4451638A,,,
Techniques in biological field work,/authors/OL4451680A,,,
A logical process calculus,/authors/OL4451761A,Algebra,"Algebra, Heterogeneity, Specifications",
Japan's changing role in the world,/authors/OL4451968A,,,
' O' Level economics,/authors/OL4452154A,,,
The Health of children in Birkenhead at the close of the 19th century,/authors/OL4452489A,,,
Allestree 1618,/authors/OL115778A,"Almanacs, English","Almanacs, English, Astrology, Early works to 1800, English Almanacs, Ephemerides",
"The application of ""deletion enrichment"" strategy for the isolation of DNA sequences unique to pathogenic clostridia",/authors/OL4452979A,,,
Vortrag Adolf Hitlers vor westdeutschen Wirtschaftlern im Industrie-Klub zu Düsseldorf am 27.Januar 1932,/authors/OL108070A,Politics and government,"Politics and government, National socialism, Home of Onesiphorus (Tai'an, China)",
Powis Castle catalogue of pictures,/authors/OL4453140A,Powis Castle,Powis Castle,
The headache and migraine handbook,/authors/OL4453301A,"Self-care, Health","Self-care, Health, Treatment, Headache, Self Care, Migraine Disorders",
A study of the attitudes towards mathematics shown by pupils aged nine to fourteen,/authors/OL4453381A,,,
Las guerrillas de 1965,/authors/OL4453624A,,,
"M. de Crac, gentilhomme gascon",/authors/OL4453634A,,,
Indian idealism,/authors/OL108091A,Idealism,"Idealism, Philosophy, Hindu, Hindu Philosophy, Indic Idealism, Philosophy",
The economics of nuclear fuel reprocessing,/authors/OL4453709A,,,
Knowledge-based generally intelligent systems,/authors/OL4453805A,,,
Jacques Callot,/authors/OL4453818A,,,
Seems so!,/authors/OL1709835A,,,
A new model for the development of information systems,/authors/OL4454720A,,,
"Piety, and poesy",/authors/OL4454901A,,,
Anale psis,/authors/OL4454947A,,,
The load-spreading properties of clay brick pavements,/authors/OL4455023A,,,
"Towards a federal Europe. Text of a speech delivered at the European Federalist Conference in London on 31st Oct., 1969 by Nicholas Ridley",/authors/OL4455423A,,,
"Louis XIV, William III, and the Baltic crisis of 1683",/authors/OL4455461A,,,
Memoirs,/authors/OL4455551A,,,
Educational audiovisual materials = Documents audiovisuels pédagogiques,/authors/OL4455646A,,,
Negligence in law,/authors/OL4455913A,,,
Problems of the Roman criminal law,/authors/OL4455947A,,,
Practical book-keeping and costing,/authors/OL4456024A,,,
Book-keeping and accounts for elementary and intermediate students,/authors/OL4456048A,,,
Law and organization in world society,/authors/OL124849A,,,
Principles of commercial history,/authors/OL4456145A,History,"History, Commerce, Industry",
"The English provinces, 1760-1960",/authors/OL4456300A,,,
"International Non-governmental organisations: their purposes, methods and accomplishments",/authors/OL4456629A,,,
Expectations in economic theory,/authors/OL4456719A,,,
Aḥkām al-muʻāhadāt fī al-sharī ʻah al-Islāmīyah,/authors/OL4456816A,Treaties,"Treaties, International law (Islamic law)",
A guide to 101 organisations concerned with handicapped children and adults,/authors/OL4456837A,,,
The jury and the defense of insanity,/authors/OL4456893A,,,
"Geschichte Bocharas̓ ; oder, transoxaniens von den frühesten bis auf die Gegenwart",/authors/OL108287A,History,"History, Bokhara",
Imported diseases in Europe,/authors/OL4457010A,,,
Wilkinson's road traffic offences,/authors/OL4457133A; /authors/OL2642138A; /authors/OL3502935A; /authors/OL3502936A; /authors/OL3502937A,Sentences (Criminal procedure),"Sentences (Criminal procedure), Law and legislation, Handbooks, manuals, Traffic signs and signals, Traffic violations, Motor vehicles, Traffic regulations, EU transport law, English law: transport law, Social law",
Greece at the Paris Peace Conference (1919),/authors/OL4457343A,Paris Peace Conference (1919-1920),Paris Peace Conference (1919-1920),
Elementary practical hydraulics of flow in pipes,/authors/OL4458106A,,,
Die Aräometer-Methode zur Bestimmung der Kornverteilung von Böden und anderen Materialien,/authors/OL4458130A,Soil physics,"Soil physics, Hydrometer",
Mobile tower cranes for two- and three-storey buildings,/authors/OL4458295A,,,
Quantitative inorganic analysis,/authors/OL4458348A,Analytic Chemistry,"Analytic Chemistry, Chemistry, Analytic, Chemistry, Inorganic, Inorganic Chemistry, Quantitative",
"Tabulata from Norway, Sweden and from the erratic boulders of Poland",/authors/OL4459194A,,,
Topographie der Stadt Rom im Alterthum,/authors/OL2309503A,,,
Domenichino,/authors/OL4459263A,Catalogs,"Catalogs, Painters, italy, Catalogues raisonnésdomenichino , 1581-1641, N6923.d63 s6 1982, 759.5, Catalogues raisonnés",
"The story of Ecclesall Parish Church, Sheffield",/authors/OL4459519A,,,
Russian intonation,/authors/OL4459716A,Intonation,"Intonation, Russian language",
The history and progress of metallurgical science and its influence upon modern engineering,/authors/OL4459890A,,,
Stali i chuguny dlia emalirovaniia,/authors/OL4459934A,,,
Nouveau dictionnaire historique et critique,/authors/OL4460135A,,,
A laboratory study in rock fragmentation in bench blasting,/authors/OL4460214A,,,
In Aristotelis Metaphysicorum libros A-Z commentaria ..,/authors/OL4460430A,,,
Commercial information for technology students,/authors/OL4460702A,,,
Elements of soil mechanics for civil and mining engineers,/authors/OL4460708A,Soil mechanics,Soil mechanics,
Admiral Togo,/authors/OL4460828A,,,
"Observationum linguae Latinae, sive puri sermonis analecta.",/authors/OL4460895A,,,
The nail and its pathology,/authors/OL4461156A,,,
"Notice sur une nouvelle édition de la traduction franc̨oise de Longus, par Amyot, et sur la découverte d'un fragment grec de cet ouvrage",/authors/OL3645713A,,,
"A sketch of the early Baptists, and Yorkshire Baptist history",/authors/OL4461223A,Baptist history,Baptist history,
Bobrovaya Khatka,/authors/OL4461390A,,,
Structure and performance in government organisations,/authors/OL4461907A,,,
Calculus,/authors/OL585206A,Calculus,Calculus,
Musical travels through England,/authors/OL4462243A,,,
Magic metal,/authors/OL4462302A,,,
Applied discrete structures for computer science,/authors/OL4462553A,Electronic data processing,"Electronic data processing, Mathematics, Computer science",
Public library expenditure on electronic publications in 1992-93,/authors/OL4462603A,Acquisitions,"Acquisitions, Online bibliographic searching, Databases, Public libraries, Library surveys, Purchasing",
Handbuch der Eisenhu ttenkunde,/authors/OL4462921A,,,
A bibliography of the works of Montague Summers,/authors/OL4463129A,,,
Religion in the Old Testament,/authors/OL4463270A,,,
The new innocents abroad,/authors/OL126089A,,,
Art in Boston College,/authors/OL4463458A,Art collections,"Art collections, Boston College, Buildings",
La de duction transcendentale dans l'oeuvre de Kant,/authors/OL4463584A,,,
Essays in Analysis,/authors/OL2040929A,,,
Monachomachia i Antimonachomachia,/authors/OL4833977A,,,
Dominance and rationality in noncooperative games,/authors/OL4464059A,,,
"British Fresh-water Algae, Exclusive of Desmidieae and Diatomaceae",/authors/OL4464274A,Algae,Algae,
How to beat bullying,/authors/OL4464330A,Aggressiveness (Psychology) in children,"Aggressiveness (Psychology) in children, Bullying",
Super extremam partem Cantici cantorum sermones CXX,/authors/OL4464552A,Bible,Bible,
Opera,/authors/OL4464564A,,,
Some aspects of Italian immigration to the United States,/authors/OL4464907A,Emigration and immigration,"Emigration and immigration, Italians in the United States, Italians, Italian Americans, Italy, emigration and immigration, United states, emigration and immigration",
The junior college in Japan ...,/authors/OL4465043A,,,
Economic and monetary union in Europe,/authors/OL4465097A,,,
Serious reflections on the times,/authors/OL39559A,History,"History, Indians of North America, Poetry, United States French and Indian War, 1755-1763",
"Intergenerational risk sharing, stability and optimality of alternative pension systems",/authors/OL4465393A,,,
Marketing a patented innovative product in Greece,/authors/OL4465402A,,,
The world about us,/authors/OL4465694A,,,
Appraising energy conservation investments using discounted cash flow techniques,/authors/OL4465833A,,,
Elephteria,/authors/OL4465961A,,,
An economic history of Ireland,/authors/OL4466103A,,,
Some problems in linear graph theory that arise in the analysis of the sequencing of jobs through machines,/authors/OL4466124A,,,
The Sunday-School Jubilee Offering: with an address delivered to Sunday-School teachers,/authors/OL4466351A,,,
Augenoperation,/authors/OL631793A,,,
The effect of diversification on dividend stability and growth,/authors/OL4466677A,,,
The Unconscious,/authors/OL108452A,,,
Intrasystem electromagnetic compatibility analysis program (IEMCAP) F-15 validation,/authors/OL4467243A,,,
Strategic analysis,/authors/OL4467411A,,,
"Multicultural education policy, outcomes and the new realism",/authors/OL4467498A,,,
The Body Shop,/authors/OL4467678A,,,
Development of a small electronic engineering company,/authors/OL4467889A,,,
Markov modelling of equipment behaviour,/authors/OL4467904A,,,
Properties of electrodeposition paints related to some resin parameters,/authors/OL4468054A,,,
Spain,/authors/OL4468111A,,,
A microprocessor based PWM inverter drive incorporating a three-phase induction motor,/authors/OL4468269A,,,
Closed exponential networks of queues with blocking,/authors/OL4468521A,,,
Japanese manufacturing companies in the U.K,/authors/OL4468704A,,,
Gordonstoun and Salem,/authors/OL4468876A,Gordonstoun School,Gordonstoun School,
The inland sea and the great river,/authors/OL4469163A,,,
Introduction to French law,/authors/OL4469284A,,,
James Watson,/authors/OL4469676A,,,
The survival of a provincial symphony orchestra in times of affluence,/authors/OL4469685A,,,
Operation cold cure,/authors/OL4469779A,,,
"Avadhī ke bemisāl shāʻir Malik Muḥammad Jāʻisī kī lā javāb taṣnīf ""Padmavat"" kī mukhtaṣar farhang",/authors/OL108530A,,,
Ends and Beginnings,/authors/OL74483A,Poetry (poetic works by one author),"Poetry (poetic works by one author), English poetry, Scottish authors, Scottish poetry",
The play of 'Sir Thomas More',/authors/OL4470209A,Sir Thomas More,Sir Thomas More,
"Lahira hulāre, ika adhiaina",/authors/OL108549A,,,
Ornithologia Britannica,/authors/OL4470338A,,,
A biographical register of Peterhouse men and some of their neighbours from the earliest days (1284) to the commencement (1616) of the first admission book of the College,/authors/OL4470635A,Peterhouse,Peterhouse,
Picasso y el toro,/authors/OL4470716A,,,
"A view of the gold & silver coins of all nations, exhibited in above four hundred copper plate engravings correctly executed by an eminent artist",/authors/OL4470726A,,,
S utej,/authors/OL4470858A,,,
Mémoires,/authors/OL4339261A,History,History,
1684. 1884,/authors/OL4471106A,History,History,
Die Epen des silbernen Zeitalters der römischen Litteratur,/authors/OL4471299A,,,
Die Zentraflächen der Paraboloide und Mittelpunktsflächen zweiten Grades,/authors/OL4471462A,,,
Ueber die den Dichter Furius betreffende Stelle in Horaz. Satt. II. 5. 39-41,/authors/OL4471548A,Latin Verse satire,"Latin Verse satire, Verse satire, Latin",
Die religiös-sittliche Weltanschauung des älteren Plinius,/authors/OL4471696A,,,
"De ratione ea, qua Cicero in oratione pro L. Murena habita cum Stoicos tum M. Catonem tractavit, subjunctis duabus quaestionibus altera de fide Ciceroni et oratori et philosopho habenda, altera de sapiente Christiano, sive, de Stoicorum universe atque singillatim de M. Catonis Uticensis moribus de fideque Ciceroni et oratori et philosopho habenda adjuncta sapientis Christiani descriptione",/authors/OL4472228A,,,
De coniunctivi et optativi usu Euripideo in enuntiatis finalibus et condicionalibus,/authors/OL4472229A,,,
Quaestiones Iuvenalianae,/authors/OL4472267A,,,
Vergils Aeneide verglichen mit Homers Odyssee und Ilias unter besonderer Berücksichtigung des 6. Buches der Aeneis und des 11. der Odyssee,/authors/OL4472326A,,,
Die Finsternisse während des peloponnesischen Krieges,/authors/OL4472388A,,,
Cathedra Romana oder der Apostolische Lehrprimat,/authors/OL4472407A,,,
Des doctrines philosophiques sur la certitude,/authors/OL4472461A,Faith and reason,"Faith and reason, Certainty, Belief and doubt",
Gerbet,/authors/OL4472461A,Catholic Church,"Catholic Church, History",
The crisis come,/authors/OL4472580A,Oxford movement,"Oxford movement, Tracts for the times (University of Oxford)",
Ancestors & descendants of Levin James Chatham and Naomi Elizabeth Eshom family,/authors/OL4473031A,,,
The bacteriology of the eye,/authors/OL4473763A,Eye,"Eye, Microbiology",
Wood handicraft,/authors/OL108669A,Woodwork,"Woodwork, Handicraft, Wood-carving",
Bibliography of X-ray literature and research,/authors/OL4473962A,,,
The book of truth,/authors/OL4474173A,Free thought,Free thought,
Breaking the building blockade,/authors/OL4474217A,Housing,Housing,
"Inscriptions on the grave-stones in the old churchyard of St. Paul's, Narragansett, North Kingstown, Rhode Island",/authors/OL4474259A,Epitaphs,"Epitaphs, Narragansett, R. I. [from old catalog], Wickford, R. I. [from old catalog]",
Celebration at Collinsville,/authors/OL4474774A,Fourth of July celebrations,"Fourth of July celebrations, History",
"The child, its nature and relations",/authors/OL5170526A,,,
"Chrestomathie arabe, lettres, actes et pi©·ces diverses",/authors/OL4474976A,,,
"The tour through Canada of His Royal Highness the Prince of Wales, August-October, 1919",/authors/OL4475094A,Description and travel,Description and travel,
On the geology of the St. Clair Tunnel,/authors/OL165683A,Geology,Geology,
"Sacriledge arraigned and condemned by Saint Paul, Rom. II, 22",/authors/OL4475599A,Sacrilege,"Sacrilege, Church and state",
Cost accounting; principles and practice,/authors/OL4475608A,Cost accounting,Cost accounting,
Le Roi lépreux,/authors/OL4475617A,,,
"The Customs Tariff Act of 1897, with alphabetical schedule rev. to July 1st, 1900",/authors/OL4475700A,Law and legislation,"Law and legislation, Tariff",
Das heutige Russland,/authors/OL4475766A,,,
La question des enfants abandonnés et delaissés au 19e siècle,/authors/OL4475878A,Orphans and orphan-asylums,"Orphans and orphan-asylums, Child welfare, Socially handicapped children",
The Desert Mounted Corps,/authors/OL4476019A,Campaigns,"Campaigns, Cavalry, Desert Mounted Corps, Great Britain, Great Britain. Army, Regimental histories, World War, 1914-1918, Great Britain. Army Desert Mounted Corps, Great Britain. Army. Cavalry. Desert Mounted Corps, Great Britain. Army. Desert Mounted Corps",
India,/authors/OL18105A,Description and travel,Description and travel,
Sārbabhauma kabi,/authors/OL108785A,Philosophy,"Philosophy, Poetic works",
Kyrou anabaseōs biblia hepta,/authors/OL54128A,,,
The early Scottish church,/authors/OL4476628A,,,
Ein Abenteuer des Dauphin,/authors/OL4476709A,,,
Las granadinas,/authors/OL4476801A,,,
Broderie et dentelles,/authors/OL4476818A,Embroidery,"Embroidery, Lace and lace making",
The English Club,/authors/OL4476848A,,,
The Eniauton of ..,/authors/OL4476865A,,,
Ernest Renan,/authors/OL4476933A,,,
Essai sur le génie dans l'art,/authors/OL4476933A,Genius,"Genius, Aesthetics",
General theory of law,/authors/OL4477494A,Jurisprudence,Jurisprudence,
Gesammelte Aufsätze zur klassischen Literatur alter und neuerer Zeit,/authors/OL4477556A,Literature,"Literature, Hellenistic Greek literature",
"The gild of St. Mary, Lichfield",/authors/OL4477617A,,,
Ika sacca merā wī,/authors/OL108881A,,,
Griechische Kriegsschriftsteller,/authors/OL4477812A,,,
Hijos de Madrid,/authors/OL4478054A,Biography,Biography,
"A history of Greenock Church, St. Andrews, New Brunswick",/authors/OL4478497A,"Greenock Church (St. Andrews, N.B.)","Greenock Church (St. Andrews, N.B.), History, Church history",
The vine: its culture in the United States,/authors/OL4478553A,Viticulture,"Viticulture, Wine and wine making",
Impresiones de un viajero,/authors/OL4478868A,,,
The integrity of Christian science,/authors/OL159674A,Christian science,Christian science,
From Van Eyck to Bruegel,/authors/OL119198A,Dutch Painters,"Dutch Painters, Dutch Painting, Flanders, Flemish Painters, Flemish Painting, Netherlands, Painters, Painters, Dutch, Painters, Flemish, Painting, Dutch",
Johannes Gabrieli und sein Zeitalter,/authors/OL4479197A,Church music,"Church music, Music",
A key to the mystery of the Revelation,/authors/OL4479379A,Commentaries,"Commentaries, Bible",
La collection Henri Rouart [par] Arsène Alexandre,/authors/OL4479481A,,,
Rey sin corona,/authors/OL4479663A,,,
Le assicurazioni marittime a Trieste ed il Centro di riunione degli assicuratori,/authors/OL4479793A,Marine Insurance,Marine Insurance,
Portraits et études d'histoire littéraire,/authors/OL4486984A,,,
The Liberal Movement in Italy,/authors/OL4479992A,,,
Les idées solidaristes de Proudhon,/authors/OL4480080A; /authors/OL10556345A,,,
La folle aventure,/authors/OL115566A,,,
Laghu vidyotana,/authors/OL108986A,Maithili language,"Maithili language, Grammar",
Liber Cartarum Prioratus Sancti Andree in Scotia; E Registro Ipso in Archivis Baronum De Panmure Hodie Asservato,/authors/OL4480287A,Edinburgh,"Edinburgh, History, Registers, Scotland, Sources",
Louis Pasteur; his life and labours,/authors/OL4480356A,,,
"List of trees and shrubs grown in the grounds of Rostrevor House, Co. Down",/authors/OL4480636A,,,
The semi-insane and the semi-responsible,/authors/OL4480652A,Insanity,"Insanity, Jurisprudence, Pathological Psychology, Psychology, Pathological, Psychopathology, Psychiatry",
"Das germanische Runen-Fudark, aus den Quellen kritisch erschlossen und erklärt",/authors/OL4481233A,,,
The view point of Upanishads,/authors/OL4481251A,,,
Gesangbuch zum gottesdienstlichen Gebrauch für die evangelischen Gemeinen in Mecklenburg-Strelitz,/authors/OL4481714A,,,
Trinitarischer Glaube und Christusbekenntnis in der alten Kirche,/authors/OL4481972A,,,
Gleanings through the years,/authors/OL4482064A,,,
Japanese youth faces life,/authors/OL4482375A,Missions,"Missions, Religious education",
Les accents de la satire dans la poésie contemporaine,/authors/OL1276546A,History and criticism,"History and criticism, French poetry",
A life of Archbishop Parker,/authors/OL4482617A,,,
The address of the General union for promoting the observance of the Christian Sabbath,/authors/OL4482797A,,,
"Giselher, Bischof von Merseburg, Erzbischof von Magdeburg",/authors/OL4482799A,,,
Isa paurushapūrṇa samaya meṃ,/authors/OL109106A,,,
Āpaṇe pala,/authors/OL109133A,,,
"Saint-Saëns par lui-même, d'apr̀es des lettres reçues et commentées par Pierre Aguétant",/authors/OL2689638A,,,
An outline history of Japanese education,/authors/OL4483952A,,,
Suḷi,/authors/OL109155A,,,
Polybii Historiarum reliquiae,/authors/OL1088806A,Ancient History,"Ancient History, History, Ancient",
"Ichneumon-Flies of the Subfamily Neorhacodinae, with Descriptions of A New Genus and Three New Species",/authors/OL4484569A,,,
Taxonomic and Ecological Review of the North American Chalcid-Flies of the Genus Callimome,/authors/OL4484569A,,,
Saint Léon IX (1002-1054),/authors/OL4484752A,,,
Revista,/authors/OL4485422A,,,
Russian fairy tales from the Skazki of Polevoi by R. Nisbet Bain,/authors/OL4485564A; /authors/OL7168175A,Tales,"Tales, Fairy tales, Folklore",
